Sakaka,Hail,Madinah,Riyad,Jeddah,Albaha,Abha,Jazan,Najran,Dammam,Tabuk
7.711,7.9001,7.429,7.625,7.2617,7.1227,6.9204,4.919,6.9614,6.8042,7.9001
7.6135,7.7882,7.4191,7.4412,7.3481,6.5016,5.6786,4.5806,6.6382,6.133,7.7882
7.685,7.6332,6.9523,7.1813,6.4476,6.8611,6.6758,6.0516,7.1333,6.3418,7.6332
7.6044,7.4962,6.6065,7.6505,6.234,5.6875,5.004,3.996,6.2479,6.4308,7.4962
7.4292,7.4945,6.9317,7.8634,6.9514,6.5935,7.0111,5.9275,6.6286,6.4747,7.4945
7.4942,7.4772,6.9979,7.4777,7.2017,7.219,6.5714,6.4524,6.8609,6.5724,7.4772
7.4028,7.4794,6.4728,7.3049,6.9274,6.1106,5.3738,6.0475,7.3656,6.3346,7.4794
7.4844,7.577,6.6643,6.9679,6.4111,6.143,5.7377,6.726,6.8258,6.5866,7.577
7.3973,7.601,6.6682,7.5864,5.9254,6.2083,5.6419,6.2474,6.5227,6.6924,7.601
7.7088,7.8269,7.0783,7.3289,6.8016,6.2712,6.2846,6.4961,6.87,6.3854,7.8269
7.6294,7.6757,6.7769,7.2677,6.8904,6.7258,6.3216,6.325,7.2742,6.7078,7.6757
7.6409,7.711,6.5047,7.4561,6.533,6.2748,6.0578,6.2184,6.1846,6.6665,7.711
7.3944,7.7642,6.9346,7.572,5.927,5.4538,6.2047,6.7663,6.786,6.5066,7.7642
7.3735,7.5958,7.3126,7.6104,5.9263,6.3072,6.2854,6.1274,7.5946,6.6665,7.5958
7.2977,7.4522,7.4098,7.3961,7.0114,6.5338,7.3915,6.7745,7.7359,6.3554,7.4522
7.1863,7.4136,7.4575,7.152,7.2151,6.7277,6.487,6.067,6.2126,6.5174,7.4136
7.2698,7.3426,7.3258,7.2674,6.7303,6.629,6.3302,6.0187,7.445,6.5436,7.3426
7.181,7.4105,7.1354,7.0658,6.8554,6.0684,5.2418,6.1783,7.0102,6.27,7.4105
6.9626,7.3776,7.0925,6.8496,6.3,6.0509,6.3547,6.6173,6.6775,6.3811,7.3776
6.6038,7.421,7.0176,6.3444,6.6166,6.1901,6.767,6.7063,7.307,6.0497,7.421
6.6082,7.3625,6.4922,6.4178,6.461,6.1452,6.4229,6.473,7.5048,5.9969,7.3625
6.9583,7.3471,6.3106,6.2102,6.7505,6.0806,6.8438,6.5664,7.3877,6.0106,7.3471
7.0229,7.3934,6.0989,6.7524,6.0977,5.6042,6.378,6.582,7.3884,6.1478,7.3934
6.9751,7.3745,6.9502,6.4649,5.6585,5.0832,6.3905,6.7754,7.5346,6.0742,7.3745
6.9382,7.1201,6.9864,6.0802,6.5448,5.6938,5.941,5.2531,7.2667,5.7907,7.1201
6.8146,7.2276,6.8549,6.4188,6.5892,5.916,5.3232,6.425,5.8889,5.611,7.2276
6.9098,7.2778,6.9389,6.4334,5.7187,5.694,5.7163,6.1723,5.9885,6.402,7.2778
7.0003,7.2132,7.015,6.8544,5.5824,5.0664,5.9585,5.7569,6.582,5.9347,7.2132
6.7886,7.0339,6.4685,6.5465,6.7121,4.8982,5.8416,6.0475,6.6106,5.7641,7.0339
6.7394,6.9701,6.0245,6.8928,6.5052,6.8239,7.1112,6.4073,7.2761,6.1222,6.9701
6.8542,6.9031,6.3442,6.7505,6.6475,7.2079,6.504,6.583,6.9977,5.8973,6.9031
6.6785,6.4675,6.4094,6.689,6.6586,6.6367,5.7355,6.0115,6.6223,5.899,6.4675
6.6883,5.7876,6.8585,6.9317,6.4001,6.5098,6.8784,6.5218,7.2607,6.318,5.7876
6.0127,6.3458,6.2844,7.3222,6.8748,7.1962,6.8354,6.1282,7.1671,6.3216,6.3458
6.4536,6.6386,5.6729,7.2079,6.6521,7.2926,7.153,6.6017,7.5535,6.3211,6.6386
6.5222,6.677,5.6597,6.8546,6.6269,7.344,7.3032,6.7481,7.4657,6.0847,6.677
6.6101,6.889,5.7665,6.6166,6.558,7.2478,6.997,6.4188,7.1998,6.0804,6.889
6.5738,6.859,6.6408,6.6202,6.3617,6.2678,6.0766,6.0828,6.8974,5.9729,6.859
6.1416,6.5381,6.6612,6.7193,6.4786,6.5947,7.0627,6.565,7.2149,5.874,6.5381
6.4202,6.8239,6.6967,6.6977,6.5832,6.889,6.9413,6.6586,7.368,5.8572,6.8239
6.3374,6.7169,6.7783,6.7418,6.5539,6.5801,6.8669,6.534,7.1568,6.0706,6.7169
6.5119,6.5138,6.7428,6.4284,6.558,6.2028,6.642,6.2215,7.2108,5.7842,6.5138
6.4315,6.5611,6.7747,6.7766,6.1795,5.8229,6.1416,6.1493,6.8484,5.8805,6.5611
6.4646,6.738,6.6048,6.7037,6.3655,5.9974,6.4231,6.1486,7.0814,5.5102,6.738
6.181,6.745,6.185,6.3857,6.3859,5.9542,6.3746,5.664,6.8606,5.3218,6.745
6.1474,6.5304,6.2726,6.8062,6.0998,5.922,6.0319,5.7847,6.5962,5.7182,6.5304
6.2215,6.6132,6.3091,6.8801,6.3286,5.7024,6.0353,6.0322,6.3926,5.5529,6.6132
6.1901,6.5503,6.6379,6.8021,6.4334,6.223,6.0065,6.0497,6.5971,5.5622,6.5503
6.1267,6.443,6.5611,6.6934,6.3818,6.7704,6.3142,6.1145,6.9629,5.7449,6.443
6.0151,6.4154,6.541,6.6552,6.4978,6.7819,6.4978,5.9623,7.1222,5.6489,6.4154
6.1774,6.6542,6.4644,6.4886,6.2186,6.7687,6.8551,6.2844,7.1148,5.6354,6.6542
6.0607,6.4433,6.395,6.0667,6.2407,6.8568,6.8424,6.0955,6.881,5.431,6.4433
6.0029,6.265,6.2719,6.4423,6.2232,6.5522,6.6847,5.9558,6.9638,5.5781,6.265
5.9004,6.191,6.3139,6.252,6.2966,6.6794,6.5875,5.5087,6.7963,5.5589,6.191
5.8548,6.228,6.1558,6.2482,6.1668,6.1474,6.1728,5.6897,6.5544,5.5399,6.228
6.1116,6.204,6.101,5.9923,6.2059,5.3616,5.0993,5.4216,5.9218,5.3995,6.204
6.1598,6.2342,5.6098,5.561,5.4593,5.0878,5.7797,5.9186,6.5496,4.2979,6.2342
5.9551,6.0583,5.0388,5.9568,4.5924,5.9729,6.1303,5.9782,6.2846,4.8,6.0583
5.9962,6.1682,5.2337,5.8776,5.4086,6.1582,6.4015,5.4934,6.6086,5.3398,6.1682
5.9702,6.2114,6.1241,6.0386,5.4574,5.6777,6.558,6.139,6.8268,5.3376,6.2114
5.9268,6.1042,6.2928,6.4975,6.048,5.7535,6.3943,6.1409,6.5388,5.37,6.1042
5.8476,6.043,6.4111,6.4565,6.2585,5.9506,5.9683,6.0588,6.5664,5.4583,6.043
5.6208,5.9717,6.3554,6.173,6.2671,6.1188,5.8783,6.0559,6.7246,5.371,5.9717
5.651,5.9081,6.2544,6.1867,6.1015,6.0835,6.2088,6.1526,6.8462,5.3446,5.9081
5.6088,5.8646,6.1046,6.0401,6.0286,5.8951,6.4224,6.1042,6.9746,5.0633,5.8646
5.1293,5.8334,5.7895,5.9746,5.8625,6.2268,6.5731,6.4006,6.7795,5.2498,5.8334
5.4953,5.9124,5.7204,6.0331,5.8207,6.3149,6.7231,6.3151,6.822,5.3129,5.9124
5.2889,5.735,5.7612,5.9856,5.9357,6.5561,6.6835,6.2359,6.6962,5.0335,5.735
5.3026,5.4566,5.8452,6.0463,6.0221,6.5184,6.6043,6.2033,6.8839,4.951,5.4566
5.3935,5.3222,5.9201,5.8198,6.1625,6.5645,6.6348,6.0919,6.6941,4.6013,5.3222
5.3071,5.3374,5.8212,5.6038,5.8238,6.2491,6.4265,6.0857,6.3929,4.733,5.3374
5.1955,5.4794,5.8087,5.8154,5.5478,6.0722,5.9882,6.0269,6.3065,4.9356,5.4794
5.0585,5.2128,5.6047,5.8061,5.4816,5.8469,5.4996,5.9407,6.3768,4.9469,5.2128
4.4616,5.4694,5.3585,5.7866,5.2891,5.808,5.9374,6.0854,6.515,4.9354,5.4694
4.9114,5.4242,4.4482,5.717,5.2176,5.995,6.0521,6.0826,6.6029,4.6901,5.4242
5.0911,5.4936,5.2913,5.6196,5.417,5.687,5.9453,6.102,6.6199,4.687,5.4936
4.975,5.4967,5.2507,5.4154,5.4034,5.6926,6.1819,6.1169,6.587,4.513,5.4967
3.931,5.0119,3.5095,5.351,5.3028,5.7799,6.2426,6.1116,6.5652,4.493,5.0119
3.8928,5.4058,4.4366,5.311,5.3494,5.7233,6.2426,6.0118,6.5278,4.4755,5.4058
3.7258,5.3323,4.5158,5.3815,5.1631,5.7494,6.1217,5.9791,6.4315,4.2439,5.3323
3.4994,4.7225,4.5434,5.3035,5.3834,5.232,5.274,5.7458,6.2952,4.4897,4.7225
3.2606,4.8998,5.4288,5.1686,5.4602,5.6988,5.6537,5.6537,6.2822,4.0354,4.8998
3.9456,4.7146,5.5159,5.1432,5.4569,5.689,5.8229,5.4665,6.2352,4.0366,4.7146
4.559,4.4748,5.094,4.6459,5.3856,5.6818,5.4924,5.4655,6.2189,2.8243,4.4748
4.3106,4.5214,4.8833,4.8636,5.1941,5.7598,6.0206,5.5286,6.3518,4.361,4.5214
4.1172,4.9574,5.0124,4.9711,5.274,5.9006,6.1231,5.904,6.1572,4.2782,4.9574
3.5359,4.5166,5.0952,5.1622,5.2452,5.743,5.9758,5.7571,6.0437,4.3572,4.5166
2.7859,4.6433,4.6925,5.249,5.1226,5.5951,5.8418,5.7936,6.1548,4.4062,4.6433
3.3972,4.6255,4.5259,5.167,4.5994,5.6076,5.8301,5.4581,5.9434,4.2497,4.6255
2.5711,4.3008,4.2281,4.9994,3.792,5.393,5.6923,5.0184,5.6614,4.1124,4.3008
1.3819,3.7483,4.4808,4.9337,5.0678,5.2973,5.5037,5.3825,5.7511,4.1971,3.7483
1.5173,3.6552,4.6296,5.1475,5.059,5.3801,5.4151,5.2951,5.9009,4.3438,3.6552
3.0576,4.3541,5.2572,4.4849,5.2166,5.2224,5.3117,5.2342,5.9038,4.1285,4.3541
4.3524,4.6121,5.0846,4.7794,5.2726,5.5099,5.4756,5.1257,5.7694,3.6506,4.6121
4.2953,4.7342,4.9409,4.577,5.1917,5.4569,5.6304,5.3465,5.7715,3.7229,4.7342
4.2211,4.747,4.6958,3.0838,4.1057,4.3997,4.7009,5.4422,5.7276,3.5304,4.747
2.4209,4.4993,4.9778,2.4523,5.1098,4.1213,3.7805,5.3066,5.5001,1.6164,4.4993
0.8597,2.9098,4.9392,2.6928,4.4772,3.2434,4.153,5.3311,5.4307,2.5394,2.9098
2.1866,3.7752,4.8353,1.7546,5.2709,3.9742,3.2664,4.7443,4.1926,1.3894,3.7752
2.5598,4.2986,4.897,3.7495,5.2522,5.009,4.0462,3.7181,5.5118,1.386,4.2986
2.5087,4.446,4.9954,4.4736,5.2058,5.3772,5.2522,4.1129,5.5987,3.3358,4.446
3.8405,3.4013,3.6132,4.6594,4.805,5.3059,5.3753,5.1835,4.2022,3.3247,3.4013
4.0819,4.2612,4.746,4.7069,4.8422,5.0263,5.0774,4.6433,5.0683,3.4512,4.2612
4.0214,3.8789,4.9519,4.9438,5.0494,4.7059,4.681,4.8173,5.1852,4.0862,3.8789
3.9185,4.3682,4.8238,4.8631,4.8977,4.9178,4.8372,5.1506,5.4043,4.0363,4.3682
3.7872,4.3332,4.7755,4.6848,4.8451,5.2574,5.227,5.1665,5.6395,3.9175,4.3332
3.1262,4.0814,4.7453,4.7746,4.8763,5.2908,5.4802,5.1487,5.7936,3.8638,4.0814
3.0274,3.4728,4.7623,4.8502,4.9414,5.4622,5.6186,5.3386,5.8944,3.8374,3.4728
3.4831,3.8892,4.8406,4.308,5.0141,5.4461,5.6971,5.4972,5.7893,3.9281,3.8892
3.744,4.1652,4.8391,4.7738,4.9776,5.399,5.6534,5.4941,5.8279,3.8203,4.1652
3.4841,3.3374,4.6927,4.7304,5.0686,5.5109,5.6942,5.4319,5.8358,3.8928,3.3374
3.0154,3.0655,4.7167,4.8082,4.8444,5.3827,5.6299,5.3378,5.7847,3.6974,3.0655
3.7032,4.044,4.825,4.7686,4.9558,5.3431,5.6606,5.418,5.8848,4.0627,4.044
2.0863,2.3275,4.5295,4.7347,4.842,5.3474,5.5939,5.3854,5.843,3.8983,2.3275
3.1889,3.283,4.0025,4.5427,4.5857,5.2423,5.5572,5.4026,5.7746,3.3768,3.283
3.8294,4.2655,4.0351,4.1885,4.8624,5.3393,5.4211,5.2068,5.7415,3.5866,4.2655
3.1306,3.8885,4.5881,4.2696,4.805,5.28,5.4946,5.1437,5.7626,3.5208,3.8885
1.4647,3.5352,4.6298,4.3637,4.6992,5.2253,5.4912,5.2279,5.6095,3.6782,3.5352
3.1354,4.2593,4.6186,4.5038,4.5715,4.8852,5.4317,5.1331,5.5896,3.5959,4.2593
3.9888,4.3229,4.6915,3.1682,4.8223,5.1758,5.1466,5.0671,5.473,2.6458,4.3229
3.6509,4.0692,4.4242,3.8988,4.4095,4.8768,5.2858,4.9973,5.4192,3.4973,4.0692
3.119,3.2652,4.1011,4.1434,3.2978,3.3058,4.5787,4.9985,5.3695,3.3391,3.2652
2.7703,3.2546,3.7757,3.9545,3.6101,1.8276,4.487,4.914,5.3964,2.9988,3.2546
3.5926,3.9838,4.7448,3.5522,4.3567,3.1538,4.5689,4.6709,5.3873,3.1814,3.9838
3.9996,4.0536,4.7333,1.6358,4.8533,3.5335,4.565,4.2283,5.2975,1.0577,4.0536
3.8976,4.0214,3.6204,3.2083,4.2914,3.0562,3.1102,4.2286,4.477,3.1097,4.0214
3.9305,3.9706,4.2355,4.0666,4.573,3.8786,4.7302,4.6025,5.0846,3.3893,3.9706
3.1766,4.0766,4.5658,4.0289,3.7658,3.8388,4.2254,4.8142,5.083,3.5676,4.0766
3.7049,4.1693,4.7429,3.995,3.8551,4.4592,4.8197,4.6884,5.2726,3.1922,4.1693
3.7927,4.1141,4.0457,4.1678,4.483,4.7494,4.5226,4.5456,5.3633,3.2851,4.1141
3.9168,4.1323,4.3942,4.3961,4.4285,4.8521,4.889,5.1809,5.4046,3.383,4.1323
3.8429,4.2979,4.465,4.0241,4.4741,4.3994,4.973,5.2039,5.2862,3.5431,4.2979
4.043,4.4153,4.4551,4.1789,4.567,4.513,4.4609,5.0578,5.2668,3.7934,4.4153
3.9977,4.4134,4.2307,4.6169,4.3464,4.794,4.9291,4.8958,5.3064,3.5482,4.4134
3.9917,4.0618,4.1731,4.5679,3.8503,4.6078,4.7842,4.8449,5.1835,3.5126,4.0618
3.2256,1.8334,3.1514,4.6697,4.2614,4.8806,5.0964,5.1125,5.2853,3.8741,1.8334
3.3314,3.7771,4.0697,4.5194,4.3968,4.0478,5.1571,5.0981,5.3878,3.9502,3.7771
3.3175,3.3209,4.315,4.5266,4.6008,5.0474,5.2709,5.1722,5.4593,3.991,3.3209
1.3922,3.6346,3.9823,4.5624,4.3488,5.0724,5.3724,5.1804,5.55,3.6065,3.6346
3.7051,4.0138,4.0488,4.4698,3.8818,3.7745,4.6793,5.172,5.5018,3.6449,4.0138
2.7667,3.4618,4.7878,3.8818,4.471,4.3639,4.9114,5.0054,5.4763,2.5466,3.4618
3.0338,3.6547,4.6843,4.0361,4.8557,4.7016,5.1778,4.8998,5.5349,2.4809,3.6547
3.7015,4.243,4.7143,3.8834,4.8946,4.8377,5.25,5.1106,5.5596,2.4029,4.243
3.7354,4.1926,4.3898,3.252,4.4263,4.8034,5.1809,5.0642,5.4185,3.8654,4.1926
1.7916,4.0078,2.2632,4.0867,3.295,4.8566,5.376,5.1031,5.5126,3.7006,4.0078
1.0546,1.5156,3.8969,2.8918,2.0263,3.2839,5.1931,5.3189,5.4706,1.05,1.5156
2.1948,3.545,4.3898,1.6522,5.0774,4.1993,3.8035,4.9817,5.4898,0.7718,3.545
4.086,3.6398,4.4748,4.9046,4.6834,4.5917,5.0755,5.1158,3.9648,3.2647,3.6398
4.1882,4.3601,4.242,4.8653,4.0944,4.4186,4.7182,4.1412,5.0194,3.6257,4.3601
2.5668,3.6926,3.0569,4.4611,2.8598,3.636,5.0347,4.4198,5.1602,3.7879,3.6926
1.507,2.9225,4.77,2.1782,2.9268,2.2246,3.6257,4.572,5.2524,2.4946,2.9225
2.2399,4.1198,5.0458,4.1767,5.292,3.564,3.3689,3.7157,4.0056,1.4616,4.1198
4.0908,4.213,4.9764,4.9133,5.2212,5.2531,4.6654,3.8933,4.6202,3.7217,4.213
4.0937,4.3423,4.674,4.9517,4.6339,4.3596,4.7422,4.8055,3.0374,3.5611,4.3423
3.3314,3.2429,4.0351,4.871,3.7457,4.2967,4.9462,4.8648,5.1468,4.0332,3.2429
3.6418,4.6272,3.7397,4.6241,3.9034,4.5331,5.0282,5.135,5.5231,4.1986,4.6272
2.2495,4.5106,3.9622,4.2792,4.8046,5.2553,5.459,5.0844,5.6618,3.9658,4.5106
2.0981,4.5084,3.625,4.625,3.8606,5.003,5.4883,5.3189,5.7624,4.2218,4.5084
4.1844,4.5998,5.1528,3.7414,5.1022,4.1105,4.225,5.0028,5.5433,0.8153,4.5998
4.2684,4.6162,5.1742,5.1547,5.1955,5.3717,5.2745,5.2068,5.0842,3.792,4.6162
4.1218,4.7064,5.0906,5.0458,5.1948,5.3995,5.273,5.226,5.4626,3.8998,4.7064
4.4453,4.2938,4.848,5.1005,5.0976,5.3114,5.3266,5.2051,5.6782,4.1453,4.2938
4.247,4.3109,5.0604,5.1427,5.0376,5.4557,5.5824,5.3722,5.9566,4.2317,4.3109
4.243,4.4304,4.77,5.1077,4.9404,5.4634,5.5867,5.3748,6.1128,4.2266,4.4304
4.073,4.8,4.2024,5.029,4.5883,5.1722,5.4269,5.3664,6.1162,3.5448,4.8
4.531,4.8053,4.9303,4.98,4.7594,5.3323,5.8066,5.633,6.1303,3.9084,4.8053
3.6528,4.0286,3.3389,4.5682,3.5856,5.0136,5.8306,5.5925,6.0466,3.689,4.0286
2.9858,2.9198,4.3428,4.7818,5.0059,5.4485,5.6525,5.5032,5.945,3.8626,2.9198
4.475,4.6032,2.13,3.0653,4.5578,4.7921,5.8507,5.7211,6.0432,2.9448,4.6032
4.6618,4.9762,3.1426,4.5086,3.8129,5.485,5.8294,5.4533,5.9014,2.874,4.9762
4.458,5.0755,5.0498,2.454,5.1499,4.5706,5.6539,5.4377,5.9198,3.6031,5.0755
4.3586,4.8578,5.2589,4.9637,5.2728,5.5457,5.5994,5.461,6.0281,4.3008,4.8578
4.5197,4.4045,4.5823,4.5701,5.3364,5.6767,5.9066,5.5961,6.0379,3.2808,4.4045
2.6671,4.5295,4.9934,4.8154,5.2836,5.7679,5.9947,5.7742,6.091,2.2584,4.5295
3.9338,4.9375,4.3896,5.0966,5.2834,5.7098,6.0382,5.4756,6.1668,3.3485,4.9375
2.9844,4.914,5.5951,5.088,5.5411,5.8682,6.0758,5.6851,6.089,2.7686,4.914
5.19,4.962,5.6933,5.0774,5.8565,5.8582,5.9503,5.7989,5.9549,3.1598,4.962
4.9214,5.2896,5.5128,5.0683,5.7017,5.6654,5.6326,5.5462,4.2833,4.0231,5.2896
5.0647,5.3681,5.7696,4.847,5.9354,5.7185,5.7202,4.5542,6.0408,3.4975,5.3681
5.0923,5.3424,5.7041,3.6557,5.9321,5.9146,4.5938,4.7018,5.995,3.2537,5.3424
5.4194,5.609,5.7122,5.0834,5.8188,6.1358,5.6942,5.7199,5.8762,4.5103,5.609
5.5044,5.7674,4.9469,6.0487,4.751,4.8595,4.9049,5.3314,4.0706,4.8454,5.7674
5.2186,5.7031,5.1715,5.6587,5.1977,4.5617,3.8882,4.589,5.2246,5.0352,5.7031
5.3138,5.6503,5.8385,5.9232,5.6131,5.9064,5.4878,5.3978,6.0281,5.0352,5.6503
5.3112,5.6825,5.8097,6.2076,5.7031,5.9894,5.8457,5.855,6.2837,4.8511,5.6825
5.429,5.2481,5.7156,6.1435,5.2968,5.9693,6.2734,6.0259,6.4822,4.8967,5.2481
4.8989,5.5138,5.6573,5.7802,5.0774,4.6634,5.784,5.8294,6.4222,4.9471,5.5138
3.0182,3.3744,5.3551,5.2642,6.3264,6.1111,4.5382,5.2992,6.3607,4.5876,3.3744
4.4738,5.286,5.6441,5.802,6.269,6.4654,5.9114,4.1482,6.1102,3.3677,5.286
5.3592,5.8476,6.0449,6.2803,5.9918,6.0002,4.723,2.6741,4.1614,4.8895,5.8476
5.5524,6.0295,5.9983,6.3259,5.448,5.0556,4.8571,5.471,5.3645,5.076,6.0295
5.3916,6.0562,6.0168,6.3977,5.7014,6.211,6.012,5.2942,6.0336,5.0983,6.0562
5.8174,5.875,6.0384,6.3449,5.9719,6.4409,6.485,6.097,6.7678,5.4103,5.875
4.9536,5.6014,5.0405,6.4699,5.5954,5.9621,6.6034,6.265,6.8614,5.4386,5.6014
5.3959,5.8102,5.6309,5.9861,5.8426,6.444,6.576,6.4577,6.7644,5.1934,5.8102
5.4451,5.9434,5.759,5.1938,5.8421,6.409,6.6386,6.1567,6.7469,5.0122,5.9434
5.3299,6.1493,6.2767,5.7365,5.6105,6.2594,6.7519,6.3439,6.8143,3.937,6.1493
6.0019,6.1915,6.0499,5.8214,5.9813,6.3,6.5105,6.1841,6.7625,4.547,6.1915
5.1722,6.2707,5.9237,5.9299,5.8822,6.3271,6.5962,6.2587,6.6996,4.6747,6.2707
6.0979,6.3497,5.8584,5.868,5.9671,6.1198,6.653,6.2916,6.7663,3.8772,6.3497
5.6962,5.4101,6.209,6.3161,6.1848,6.0516,6.5657,6.528,6.7908,5.3479,5.4101
5.0225,2.881,4.842,6.1279,6.1241,6.6624,6.7826,6.6209,6.9226,5.6633,2.881
3.1219,3.6041,2.3988,5.3803,5.9062,6.109,6.7584,6.4968,6.8986,5.4415,3.6041
4.9428,5.7336,4.9114,4.7066,3.6497,3.1975,6.1682,6.2251,6.8489,2.9873,5.7336
5.1154,6.1678,5.7317,5.8838,6.1867,5.1283,4.1143,5.652,6.5693,5.2502,6.1678
5.3856,6.3857,6.5196,6.1001,6.2707,6.1476,6.0775,6.6053,7.0402,5.1742,6.3857
5.4766,6.4519,6.2678,6.2779,6.2515,6.3406,6.4565,6.2246,7.1203,5.363,6.4519
4.9486,2.6568,5.6333,5.982,5.8296,6.1822,6.5165,6.4303,7.1256,5.0359,2.6568
3.2837,2.6198,2.9028,5.2814,5.8226,6.1963,7.1448,6.8066,7.2602,4.4952,2.6198
4.3416,6.2978,4.6685,5.3484,6.1507,5.9232,5.2303,6.5266,7.0068,2.4641,6.2978
5.1408,6.5126,5.6203,5.2618,6.2381,6.522,6.8621,6.5554,6.5479,5.2944,6.5126
4.759,6.3298,6.9773,6.3173,6.8126,6.2606,6.2671,6.0014,6.9403,4.145,6.3298
4.9346,5.7247,6.942,6.0158,7.097,7.2526,6.1111,6.2114,6.1577,3.9646,5.7247
3.079,4.9586,6.379,6.5354,6.7982,7.6675,7.5418,6.6871,7.2869,4.721,4.9586
4.0469,7.0087,7.2161,6.9619,7.1472,7.6726,7.7645,7.2226,7.5106,5.4898,7.0087
6.7954,6.7195,7.4626,7.3248,7.4311,7.2672,7.1477,6.8858,6.8575,6.0377,6.7195
5.057,5.9772,6.637,7.2898,6.6766,6.6398,6.4061,6.3619,6.5594,6.1469,5.9772
6.025,6.5242,5.1026,6.9931,6.401,6.1493,6.9185,6.3298,6.8354,6.6005,6.5242
3.5194,5.7456,5.3062,6.1646,6.3547,6.8515,6.9422,6.4315,6.997,5.8255,5.7456
5.9825,6.2338,6.5527,6.4558,6.6446,7.0675,7.1107,6.9492,7.241,2.9998,6.2338
6.4375,6.9106,6.8945,5.8934,7.0157,7.4078,7.47,7.0922,7.4302,4.2223,6.9106
6.611,7.1172,6.311,6.2186,7.1359,7.3781,7.5166,7.2,7.266,5.8277,7.1172
7.1419,6.912,6.7529,6.8177,7.073,7.3253,7.398,7.1105,7.0049,6.3202,6.912
3.3031,6.9804,7.0493,6.3739,7.115,6.8558,6.8186,6.8381,6.703,5.9458,6.9804
6.4361,6.5347,7.3735,6.3362,7.1486,6.935,5.5382,6.5796,7.2206,3.8314,6.5347
6.4373,7.3159,7.1609,6.1248,7.4736,7.8134,7.1477,6.9206,7.1568,1.7849,7.3159
6.8045,7.2782,6.3494,7.0613,7.0704,6.2743,7.0874,6.8532,5.8392,6.5731,7.2782
6.865,7.1998,5.1893,6.7054,6.5664,6.0773,4.5334,5.7002,6.3026,6.3583,7.1998
5.9952,7.3464,6.4855,5.8706,6.756,5.6434,3.1716,6.3163,6.2458,6.3413,7.3464
5.232,7.0925,7.3738,6.7013,7.224,7.5749,6.5602,6.7018,7.0798,4.0217,7.0925
7.05,7.3046,7.0013,7.2761,7.0373,7.0841,7.506,7.1875,7.5593,5.225,7.3046
6.7711,6.9874,5.0302,6.3835,7.1803,7.2106,7.4249,7.1014,7.3601,6.2275,6.9874
6.4606,7.4976,6.8326,5.2068,5.3837,6.0264,7.3291,7.2456,7.53,3.0053,7.4976
7.4945,7.2682,7.1402,6.3665,7.3637,5.939,7.0363,6.9679,7.1798,4.5175,7.2682
7.0147,7.6786,7.3997,6.9938,7.8127,8.1497,7.3094,6.4682,6.2926,5.9779,7.6786
7.53,7.6411,7.3594,7.7743,7.4604,7.464,6.9828,7.007,6.0713,6.833,7.6411
7.2694,7.5526,6.0518,7.853,6.7478,6.2563,6.5071,6.6031,6.767,6.7642,7.5526
5.4185,6.649,5.8831,8.1077,5.862,5.7254,5.7494,6.7126,7.2732,7.0654,6.649
6.9415,7.6303,5.7036,7.2946,6.8645,6.762,6.696,6.863,7.4854,6.9545,7.6303
7.3949,7.3037,7.2098,6.8014,7.0181,6.7265,6.445,6.8539,7.5408,6.5242,7.3037
6.8875,7.0493,4.1575,7.1446,6.2186,6.5798,6.8311,7.019,7.8694,6.2573,7.0493
6.6019,7.0608,3.1874,7.219,4.6373,6.4462,7.411,6.8798,7.7736,6.2484,7.0608
5.6376,5.795,4.4237,7.3656,3.6914,5.574,7.5706,7.1834,8.0081,6.072,5.795
6.5825,7.1741,5.8819,6.9847,4.919,6.3422,7.4726,7.2422,8.0366,6.2263,7.1741
6.6581,7.6344,7.7678,7.2718,7.3433,6.9194,7.1642,7.3046,8.0549,6.119,7.6344
5.8634,5.5531,7.8737,7.0613,6.7181,6.3922,7.7885,7.3457,8.1302,5.8378,5.5531
6.4212,7.1424,7.344,6.5705,6.5981,5.7523,8.0162,7.5139,8.263,5.5166,7.1424
6.6895,7.8367,6.9154,7.1534,6.6257,7.1527,7.914,7.6632,8.2546,6.444,7.8367
7.1995,7.8461,7.2002,7.4419,6.163,6.7298,7.8758,7.5101,8.0436,6.0977,7.8461
8.016,7.5658,6.4922,7.043,5.8846,7.3342,8.039,7.6111,8.1595,6.1073,7.5658
5.262,6.0202,6.5177,7.704,7.4609,7.6471,7.8413,7.4894,7.7978,7.2257,6.0202
4.855,7.0798,5.652,7.0798,4.5826,4.944,7.3097,6.3905,7.5722,6.5328,7.0798
7.0051,7.2252,7.0982,5.6282,6.1452,4.4198,6.3302,6.5717,7.3879,5.7818,7.2252
7.3622,7.9318,7.2828,7.4251,7.0493,6.5952,6.7973,6.0979,6.7354,6.0518,7.9318
7.2883,6.5426,7.1532,7.6128,7.2163,7.5655,7.6788,7.1825,7.7062,6.4231,6.5426
5.791,4.878,6.6648,7.5382,7.4028,7.0582,7.0238,7.2876,7.7858,6.7668,4.878
6.0787,6.5731,6.1718,7.3577,7.2468,6.7423,7.3358,7.4069,8.0098,6.6007,6.5731
6.9773,7.8334,7.261,7.2744,7.2002,7.067,7.536,7.295,7.9315,6.252,7.8334
7.6654,8.3683,6.5628,7.579,7.4477,6.6276,6.6967,7.4729,8.0549,6.4464,8.3683
8.1542,8.3518,8.0366,6.006,7.6171,5.7202,6.133,7.3363,7.8943,4.7083,8.3518
